unit_id,received_dttm,predicted_response_time_seconds,actual_response_time_seconds,call_type,call_type_group,original_priority,unit_type,station_area,battalion,neighborhood_district,zipcode_of_incident,on_scene_dttm,raw_predict_payload,normalized_predict_payload,raw_actual_payload,normalized_actual_payload
M547,2026-03-12T22:25:49.000,397.3059,319,Medical Incident,Potentially Life-Threatening,3,MEDIC,3,B04,Tenderloin,94109,2026-03-12T22:31:08.000,"{""unit_id"": ""M547"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-12T22:25:49.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""M547"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-12T22:25:49.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""M547"", ""received_dttm"": ""2026-03-12T22:25:49.000"", ""on_scene_dttm"": ""2026-03-12T22:31:08.000""}","{""unit_id"": ""M547"", ""received_dttm"": ""2026-03-12T22:25:49.000"", ""on_scene_dttm"": ""2026-03-12T22:31:08.000""}"
E01,2026-01-15T04:00:12.000,424.13004,758,Medical Incident,Potentially Life-Threatening,E,ENGINE,1,B02,South of Market,94102,2026-01-15T04:12:50.000,"{""unit_id"": ""E01"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-15T04:00:12.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B02"", ""station_area"": ""1"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""E01"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-15T04:00:12.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B02"", ""station_area"": ""1"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-01-15T04:00:12.000"", ""on_scene_dttm"": ""2026-01-15T04:12:50.000""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-01-15T04:00:12.000"", ""on_scene_dttm"": ""2026-01-15T04:12:50.000""}"
M504,2026-03-21T17:01:55.000,663.5963,787,Water Rescue,Fire,3,MEDIC,51,B07,Presidio,94129,2026-03-21T17:15:02.000,"{""unit_id"": ""M504"", ""call_type"": ""Water Rescue"", ""received_dttm"": ""2026-03-21T17:01:55.000"", ""zipcode_of_incident"": ""94129"", ""battalion"": ""B07"", ""station_area"": ""51"", ""original_priority"": ""3"", ""call_type_group"": ""Fire"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Presidio""}","{""unit_id"": ""M504"", ""call_type"": ""Water Rescue"", ""received_dttm"": ""2026-03-21T17:01:55.000"", ""zipcode_of_incident"": ""94129"", ""battalion"": ""B07"", ""station_area"": ""51"", ""original_priority"": ""3"", ""call_type_group"": ""Fire"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Presidio""}","{""unit_id"": ""M504"", ""received_dttm"": ""2026-03-21T17:01:55.000"", ""on_scene_dttm"": ""2026-03-21T17:15:02.000""}","{""unit_id"": ""M504"", ""received_dttm"": ""2026-03-21T17:01:55.000"", ""on_scene_dttm"": ""2026-03-21T17:15:02.000""}"
E24,2026-01-03T13:03:21.000,454.21838,350,Medical Incident,Potentially Life-Threatening,3,ENGINE,24,B06,Twin Peaks,94114,2026-01-03T13:09:11.000,"{""unit_id"": ""E24"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-03T13:03:21.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B06"", ""station_area"": ""24"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Twin Peaks""}","{""unit_id"": ""E24"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-03T13:03:21.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B06"", ""station_area"": ""24"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Twin Peaks""}","{""unit_id"": ""E24"", ""received_dttm"": ""2026-01-03T13:03:21.000"", ""on_scene_dttm"": ""2026-01-03T13:09:11.000""}","{""unit_id"": ""E24"", ""received_dttm"": ""2026-01-03T13:03:21.000"", ""on_scene_dttm"": ""2026-01-03T13:09:11.000""}"
QRV1,2026-03-07T22:43:13.000,516.83466,355,Medical Incident,Potentially Life-Threatening,3,SUPPORT,3,B04,Tenderloin,94109,2026-03-07T22:49:08.000,"{""unit_id"": ""QRV1"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-07T22:43:13.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""SUPPORT"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""QRV1"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-07T22:43:13.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B04"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""SUPPORT"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""QRV1"", ""received_dttm"": ""2026-03-07T22:43:13.000"", ""on_scene_dttm"": ""2026-03-07T22:49:08.000""}","{""unit_id"": ""QRV1"", ""received_dttm"": ""2026-03-07T22:43:13.000"", ""on_scene_dttm"": ""2026-03-07T22:49:08.000""}"
RS1,2026-03-08T15:02:41.000,557.7754,441,Medical Incident,Potentially Life-Threatening,3,RESCUE SQUAD,3,B03,Tenderloin,94102,2026-03-08T15:10:02.000,"{""unit_id"": ""RS1"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-08T15:02:41.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B03"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""RESCUE SQUAD"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""RS1"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-08T15:02:41.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B03"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""RESCUE SQUAD"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""RS1"", ""received_dttm"": ""2026-03-08T15:02:41.000"", ""on_scene_dttm"": ""2026-03-08T15:10:02.000""}","{""unit_id"": ""RS1"", ""received_dttm"": ""2026-03-08T15:02:41.000"", ""on_scene_dttm"": ""2026-03-08T15:10:02.000""}"
M510,2026-01-21T20:25:27.000,456.88925,338,Medical Incident,Potentially Life-Threatening,3,MEDIC,28,B01,North Beach,94133,2026-01-21T20:31:05.000,"{""unit_id"": ""M510"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-21T20:25:27.000"", ""zipcode_of_incident"": ""94133"", ""battalion"": ""B01"", ""station_area"": ""28"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""North Beach""}","{""unit_id"": ""M510"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-21T20:25:27.000"", ""zipcode_of_incident"": ""94133"", ""battalion"": ""B01"", ""station_area"": ""28"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""North Beach""}","{""unit_id"": ""M510"", ""received_dttm"": ""2026-01-21T20:25:27.000"", ""on_scene_dttm"": ""2026-01-21T20:31:05.000""}","{""unit_id"": ""M510"", ""received_dttm"": ""2026-01-21T20:25:27.000"", ""on_scene_dttm"": ""2026-01-21T20:31:05.000""}"
M510,2026-01-30T17:30:18.000,450.89417,275,Traffic Collision,Potentially Life-Threatening,3,MEDIC,29,B02,Mission,94103,2026-01-30T17:34:53.000,"{""unit_id"": ""M510"", ""call_type"": ""Traffic Collision"", ""received_dttm"": ""2026-01-30T17:30:18.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B02"", ""station_area"": ""29"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M510"", ""call_type"": ""Traffic Collision"", ""received_dttm"": ""2026-01-30T17:30:18.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B02"", ""station_area"": ""29"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M510"", ""received_dttm"": ""2026-01-30T17:30:18.000"", ""on_scene_dttm"": ""2026-01-30T17:34:53.000""}","{""unit_id"": ""M510"", ""received_dttm"": ""2026-01-30T17:30:18.000"", ""on_scene_dttm"": ""2026-01-30T17:34:53.000""}"
RC2,2026-01-31T20:37:55.000,475.6726,321,Medical Incident,Potentially Life-Threatening,E,RESCUE CAPTAIN,31,B07,Inner Richmond,94118,2026-01-31T20:43:16.000,"{""unit_id"": ""RC2"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-31T20:37:55.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""31"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""RESCUE CAPTAIN"", ""neighborhood_district"": ""Inner Richmond""}","{""unit_id"": ""RC2"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-31T20:37:55.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""31"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""RESCUE CAPTAIN"", ""neighborhood_district"": ""Inner Richmond""}","{""unit_id"": ""RC2"", ""received_dttm"": ""2026-01-31T20:37:55.000"", ""on_scene_dttm"": ""2026-01-31T20:43:16.000""}","{""unit_id"": ""RC2"", ""received_dttm"": ""2026-01-31T20:37:55.000"", ""on_scene_dttm"": ""2026-01-31T20:43:16.000""}"
T14,2026-01-20T20:44:32.000,688.37714,433,Medical Incident,Non Life-threatening,2,TRUCK,14,B07,Outer Richmond,94121,2026-01-20T20:51:45.000,"{""unit_id"": ""T14"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-20T20:44:32.000"", ""zipcode_of_incident"": ""94121"", ""battalion"": ""B07"", ""station_area"": ""14"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Outer Richmond""}","{""unit_id"": ""T14"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-20T20:44:32.000"", ""zipcode_of_incident"": ""94121"", ""battalion"": ""B07"", ""station_area"": ""14"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Outer Richmond""}","{""unit_id"": ""T14"", ""received_dttm"": ""2026-01-20T20:44:32.000"", ""on_scene_dttm"": ""2026-01-20T20:51:45.000""}","{""unit_id"": ""T14"", ""received_dttm"": ""2026-01-20T20:44:32.000"", ""on_scene_dttm"": ""2026-01-20T20:51:45.000""}"
B02,2026-03-06T08:47:15.000,395.08395,404,Structure Fire / Smoke in Building,Alarm,3,CHIEF,1,B03,South of Market,94103,2026-03-06T08:53:59.000,"{""unit_id"": ""B02"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-03-06T08:47:15.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B03"", ""station_area"": ""1"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""B02"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-03-06T08:47:15.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B03"", ""station_area"": ""1"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""B02"", ""received_dttm"": ""2026-03-06T08:47:15.000"", ""on_scene_dttm"": ""2026-03-06T08:53:59.000""}","{""unit_id"": ""B02"", ""received_dttm"": ""2026-03-06T08:47:15.000"", ""on_scene_dttm"": ""2026-03-06T08:53:59.000""}"
E39,2026-01-24T21:47:21.000,511.48755,377,Medical Incident,Potentially Life-Threatening,3,ENGINE,17,B10,Bayview Hunters Point,94124,2026-01-24T21:53:38.000,"{""unit_id"": ""E39"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-24T21:47:21.000"", ""zipcode_of_incident"": ""94124"", ""battalion"": ""B10"", ""station_area"": ""17"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Bayview Hunters Point""}","{""unit_id"": ""E39"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-24T21:47:21.000"", ""zipcode_of_incident"": ""94124"", ""battalion"": ""B10"", ""station_area"": ""17"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Bayview Hunters Point""}","{""unit_id"": ""E39"", ""received_dttm"": ""2026-01-24T21:47:21.000"", ""on_scene_dttm"": ""2026-01-24T21:53:38.000""}","{""unit_id"": ""E39"", ""received_dttm"": ""2026-01-24T21:47:21.000"", ""on_scene_dttm"": ""2026-01-24T21:53:38.000""}"
M589,2026-01-21T12:26:42.000,959.4029,1263,Medical Incident,Non Life-threatening,2,MEDIC,31,B07,Outer Richmond,94118,2026-01-21T12:47:45.000,"{""unit_id"": ""M589"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-21T12:26:42.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""31"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Outer Richmond""}","{""unit_id"": ""M589"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-21T12:26:42.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""31"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Outer Richmond""}","{""unit_id"": ""M589"", ""received_dttm"": ""2026-01-21T12:26:42.000"", ""on_scene_dttm"": ""2026-01-21T12:47:45.000""}","{""unit_id"": ""M589"", ""received_dttm"": ""2026-01-21T12:26:42.000"", ""on_scene_dttm"": ""2026-01-21T12:47:45.000""}"
E06,2026-03-27T10:30:15.000,462.84586,359,Medical Incident,Potentially Life-Threatening,3,ENGINE,6,B05,Castro/Upper Market,94117,2026-03-27T10:36:14.000,"{""unit_id"": ""E06"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-27T10:30:15.000"", ""zipcode_of_incident"": ""94117"", ""battalion"": ""B05"", ""station_area"": ""6"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Castro/Upper Market""}","{""unit_id"": ""E06"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-27T10:30:15.000"", ""zipcode_of_incident"": ""94117"", ""battalion"": ""B05"", ""station_area"": ""6"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Castro/Upper Market""}","{""unit_id"": ""E06"", ""received_dttm"": ""2026-03-27T10:30:15.000"", ""on_scene_dttm"": ""2026-03-27T10:36:14.000""}","{""unit_id"": ""E06"", ""received_dttm"": ""2026-03-27T10:30:15.000"", ""on_scene_dttm"": ""2026-03-27T10:36:14.000""}"
E15,2026-02-12T14:44:48.000,523.69604,602,Medical Incident,Potentially Life-Threatening,3,ENGINE,43,B09,Excelsior,94112,2026-02-12T14:54:50.000,"{""unit_id"": ""E15"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-12T14:44:48.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""43"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Excelsior""}","{""unit_id"": ""E15"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-12T14:44:48.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""43"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Excelsior""}","{""unit_id"": ""E15"", ""received_dttm"": ""2026-02-12T14:44:48.000"", ""on_scene_dttm"": ""2026-02-12T14:54:50.000""}","{""unit_id"": ""E15"", ""received_dttm"": ""2026-02-12T14:44:48.000"", ""on_scene_dttm"": ""2026-02-12T14:54:50.000""}"
M504,2026-03-06T18:04:38.000,869.7813,1279,Medical Incident,Potentially Life-Threatening,2,MEDIC,20,B08,West of Twin Peaks,94131,2026-03-06T18:25:57.000,"{""unit_id"": ""M504"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-06T18:04:38.000"", ""zipcode_of_incident"": ""94131"", ""battalion"": ""B08"", ""station_area"": ""20"", ""original_priority"": ""2"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""West of Twin Peaks""}","{""unit_id"": ""M504"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-06T18:04:38.000"", ""zipcode_of_incident"": ""94131"", ""battalion"": ""B08"", ""station_area"": ""20"", ""original_priority"": ""2"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""West of Twin Peaks""}","{""unit_id"": ""M504"", ""received_dttm"": ""2026-03-06T18:04:38.000"", ""on_scene_dttm"": ""2026-03-06T18:25:57.000""}","{""unit_id"": ""M504"", ""received_dttm"": ""2026-03-06T18:04:38.000"", ""on_scene_dttm"": ""2026-03-06T18:25:57.000""}"
T09,2026-01-25T12:15:51.000,376.20557,395,Structure Fire / Smoke in Building,Alarm,3,TRUCK,17,B10,Bayview Hunters Point,94124,2026-01-25T12:22:26.000,"{""unit_id"": ""T09"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-01-25T12:15:51.000"", ""zipcode_of_incident"": ""94124"", ""battalion"": ""B10"", ""station_area"": ""17"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Bayview Hunters Point""}","{""unit_id"": ""T09"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-01-25T12:15:51.000"", ""zipcode_of_incident"": ""94124"", ""battalion"": ""B10"", ""station_area"": ""17"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Bayview Hunters Point""}","{""unit_id"": ""T09"", ""received_dttm"": ""2026-01-25T12:15:51.000"", ""on_scene_dttm"": ""2026-01-25T12:22:26.000""}","{""unit_id"": ""T09"", ""received_dttm"": ""2026-01-25T12:15:51.000"", ""on_scene_dttm"": ""2026-01-25T12:22:26.000""}"
T07,2026-02-04T11:20:39.000,566.37964,226,Elevator / Escalator Rescue,Alarm,3,TRUCK,7,B06,Mission,94110,2026-02-04T11:24:25.000,"{""unit_id"": ""T07"", ""call_type"": ""Elevator / Escalator Rescue"", ""received_dttm"": ""2026-02-04T11:20:39.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""T07"", ""call_type"": ""Elevator / Escalator Rescue"", ""received_dttm"": ""2026-02-04T11:20:39.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""T07"", ""received_dttm"": ""2026-02-04T11:20:39.000"", ""on_scene_dttm"": ""2026-02-04T11:24:25.000""}","{""unit_id"": ""T07"", ""received_dttm"": ""2026-02-04T11:20:39.000"", ""on_scene_dttm"": ""2026-02-04T11:24:25.000""}"
RS2,2026-02-28T21:55:46.000,413.34686,244,Medical Incident,Potentially Life-Threatening,E,RESCUE SQUAD,7,B06,Mission,94110,2026-02-28T21:59:50.000,"{""unit_id"": ""RS2"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-28T21:55:46.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""RESCUE SQUAD"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""RS2"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-28T21:55:46.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""7"", ""original_priority"": ""E"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""RESCUE SQUAD"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""RS2"", ""received_dttm"": ""2026-02-28T21:55:46.000"", ""on_scene_dttm"": ""2026-02-28T21:59:50.000""}","{""unit_id"": ""RS2"", ""received_dttm"": ""2026-02-28T21:55:46.000"", ""on_scene_dttm"": ""2026-02-28T21:59:50.000""}"
